match_id,minute,homeTeam_name,awayTeam_name,homeGoals,awayGoals,shot_count,shot_player,shot_result,shot_xG,shot_situation,shot_type,shot_x,shot_y,shot_assisted_by,shot_last_action,is_goal_minute,home_xG_total,away_xG_total
194,75,Manchester City,Brentford,2,1,1,Sávio,SavedShot,0.4032,OpenPlay,LeftFoot,0.9269999694824219,0.40700000762939453,Josko Gvardiol,Pass,0,1.1273,1.0089
194,76,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.1273,1.0089
194,77,Manchester City,Brentford,2,1,1,Sávio,MissedShots,0.0823,OpenPlay,LeftFoot,0.8219999694824218,0.465,Kyle Walker,Pass,0,1.2096,1.0089
194,78,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.2096,1.0089
194,79,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.2096,1.0089
194,80,Manchester City,Brentford,2,1,3,Erling Haaland,ShotOnPost,0.1432,OpenPlay,LeftFoot,0.9109999847412109,0.55,Kevin De Bruyne,Pass,0,1.5528,1.0089
194,81,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,82,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,83,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,84,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,85,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,86,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,87,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,88,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,89,Manchester City,Brentford,2,1,0,,,,,,,,,,0,1.5528,1.0089
194,90,Manchester City,Brentford,2,1,1,Yehor Yarmolyuk,MissedShots,0.042,OpenPlay,RightFoot,0.8130000305175781,0.3940000152587891,Bryan Mbeumo,Pass,0,1.5528,1.0509
195,1,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.0
195,2,Manchester City,Brighton,0,0,1,João Pedro,MissedShots,0.0882,OpenPlay,RightFoot,0.91,0.595999984741211,Kaoru Mitoma,Cross,0,0.0,0.0882
195,3,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.0882
195,4,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.0882
195,5,Manchester City,Brighton,0,0,1,Kaoru Mitoma,SavedShot,0.3515,OpenPlay,RightFoot,0.9259999847412109,0.5479999923706055,Jack Hinshelwood,Cross,0,0.0,0.4398
195,6,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.4398
195,7,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.4398
195,8,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.4398
195,9,Manchester City,Brighton,0,0,0,,,,,,,,,,0,0.0,0.4398
195,10,Manchester City,Brighton,0,0,1,Erling Haaland,Goal,0.7612,Penalty,LeftFoot,0.885,0.5,,Standard,1,0.7612,0.4398
195,11,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4398
195,12,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4398
195,13,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4398
195,14,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4398
195,15,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4398
195,16,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4398
195,17,Manchester City,Brighton,1,0,1,João Pedro,BlockedShot,0.0404,OpenPlay,RightFoot,0.9130000305175782,0.7180000305175781,,None,0,0.7612,0.4801
195,18,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4801
195,19,Manchester City,Brighton,1,0,0,,,,,,,,,,0,0.7612,0.4801
