match_id,competition,minute,game_phase,formation,from_pos,to_pos,pass_length,pass_angle,pitch_x,pitch_y,pass_outcome
3825895,La Liga 2015/16,19,CLOSING_HALF,F_3_5_2,CDM,RWB,27.2809,1.4937,68.9,32.7,success
3825895,La Liga 2015/16,20,CLOSING_HALF,F_3_5_2,CM,CM,2.7,3.1416,59.5,27.0,fail
3825895,La Liga 2015/16,21,CLOSING_HALF,F_4_4_2,CF,CDM,10.5233,-1.5042,64.9,53.8,success
3825895,La Liga 2015/16,22,CLOSING_HALF,F_4_4_2,CF,RB,18.7771,0.3993,102.7,50.8,fail
3825895,La Liga 2015/16,23,CLOSING_HALF,F_3_5_2,CB,CM,16.6712,-0.7047,55.8,36.2,success
3825895,La Liga 2015/16,24,CLOSING_HALF,F_3_5_2,CB,CM,21.0488,-0.5168,39.2,61.9,success
3825895,La Liga 2015/16,24,CLOSING_HALF,F_3_5_2,CF,CF,17.4889,-1.0892,82.6,29.8,success
3825895,La Liga 2015/16,25,CLOSING_HALF,F_4_4_2,CDM,CF,10.3697,0.116,79.1,55.4,success
3825895,La Liga 2015/16,25,CLOSING_HALF,F_4_4_2,CF,LB,29.4822,-2.4234,85.5,57.4,success
3825895,La Liga 2015/16,25,CLOSING_HALF,F_4_4_2,RB,CF,6.2032,-1.2083,99.3,41.9,success
3825895,La Liga 2015/16,27,CLOSING_HALF,F_3_5_2,CM,CF,17.7124,-2.0521,101.2,76.0,success
3825895,La Liga 2015/16,28,CLOSING_HALF,F_4_4_2,CF,RB,4.7508,-2.612,117.1,49.6,success
3825895,La Liga 2015/16,29,CLOSING_HALF,F_3_5_2,CF,CF,8.9286,-1.2987,73.4,55.6,success
3825895,La Liga 2015/16,29,CLOSING_HALF,F_3_5_2,CF,CM,22.5524,1.0357,93.4,32.1,success
3825895,La Liga 2015/16,30,CLOSING_HALF,F_4_4_2,CDM,LB,11.411,-1.6146,65.6,17.1,success
3825895,La Liga 2015/16,30,CLOSING_HALF,F_4_4_2,LM,CF,13.1034,1.5937,96.3,9.8,fail
3825895,La Liga 2015/16,31,CLOSING_HALF,F_4_4_2,CB,CB,14.6294,-2.062,56.3,39.2,success
3825895,La Liga 2015/16,34,CLOSING_HALF,F_4_4_2,RB,GK,28.3783,-2.534,31.0,58.3,success
3825895,La Liga 2015/16,34,CLOSING_HALF,F_3_5_2,CB,LWB,18.8223,-0.7478,42.6,26.1,success
3825895,La Liga 2015/16,34,CLOSING_HALF,F_3_5_2,CF,CM,10.3315,2.0215,88.1,37.4,success
3825895,La Liga 2015/16,35,CLOSING_HALF,F_3_5_2,CB,CF,15.6589,-0.4351,16.0,27.4,success
3825895,La Liga 2015/16,36,CLOSING_HALF,F_3_5_2,CDM,RWB,23.5,1.5708,77.9,38.4,success
3825895,La Liga 2015/16,36,CLOSING_HALF,F_3_5_2,CB,CF,8.3355,2.6135,113.3,19.9,success
3825895,La Liga 2015/16,38,CLOSING_HALF,F_4_4_2,CDM,CF,28.4788,0.5139,84.8,17.6,fail
3825895,La Liga 2015/16,40,CLOSING_HALF,F_3_5_2,RWB,CM,11.4547,-2.1636,112.5,58.8,success
3825895,La Liga 2015/16,40,CLOSING_HALF,F_3_5_2,CB,RWB,15.7089,0.1986,78.4,52.2,success
3825895,La Liga 2015/16,40,CLOSING_HALF,F_4_4_2,RM,CB,12.5897,3.0222,31.2,36.7,success
3825895,La Liga 2015/16,43,CLOSING_HALF,F_3_5_2,CF,RWB,4.7011,2.2356,90.5,67.6,success
3825895,La Liga 2015/16,43,CLOSING_HALF,F_3_5_2,CB,RWB,15.8647,1.0423,41.2,53.7,success
3825895,La Liga 2015/16,43,CLOSING_HALF,F_3_5_2,CM,CM,6.3695,-1.9571,65.2,64.3,success
3825895,La Liga 2015/16,43,CLOSING_HALF,F_4_4_2,LM,CF,7.6942,-0.1566,42.1,29.3,success
3825895,La Liga 2015/16,45,HALF_TIME,F_4_4_2,RM,CF,16.7147,-0.2232,39.7,69.1,success
3825895,La Liga 2015/16,46,HALF_TIME,F_3_5_2,CM,CF,9.2542,-1.4625,81.2,51.5,success
3825895,La Liga 2015/16,47,HALF_TIME,F_4_4_2,CB,CF,15.1199,-0.126,42.8,54.5,fail
3825895,La Liga 2015/16,48,HALF_TIME,F_3_5_2,CDM,LWB,21.2624,-1.185,68.9,56.2,success
3825895,La Liga 2015/16,48,HALF_TIME,F_3_5_2,LWB,CF,14.8862,-0.1077,76.7,37.7,fail
3825895,La Liga 2015/16,49,HALF_TIME,F_4_4_2,LM,CB,23.0152,-2.1142,42.8,64.3,success
3825895,La Liga 2015/16,49,HALF_TIME,F_4_4_2,CDM,LB,21.0345,-1.87,44.3,26.5,success
3825895,La Liga 2015/16,49,HALF_TIME,F_4_4_2,GK,CF,58.6031,0.0102,9.3,48.9,success
3825895,La Liga 2015/16,49,HALF_TIME,F_4_4_2,CF,CDM,4.9204,-2.4859,67.9,49.5,success
3825895,La Liga 2015/16,50,HALF_TIME,F_3_5_2,CM,CF,7.433,1.6651,73.2,13.1,success
3825895,La Liga 2015/16,50,HALF_TIME,F_3_5_2,CF,RWB,28.5,1.5708,73.6,23.4,success
3825895,La Liga 2015/16,50,HALF_TIME,F_3_5_2,RWB,CM,20.5361,1.752,79.9,56.4,success
3825895,La Liga 2015/16,50,HALF_TIME,F_3_5_2,RWB,CM,9.981,-1.9941,77.7,68.0,success
3825895,La Liga 2015/16,52,BUILD_PHASE,F_4_4_2,CB,GK,29.6543,2.6614,37.5,35.0,success
3825895,La Liga 2015/16,52,BUILD_PHASE,F_4_4_2,GK,CF,58.4247,0.0291,12.4,48.7,fail
3825895,La Liga 2015/16,52,BUILD_PHASE,F_3_5_2,CB,CM,5.4918,1.3877,49.3,29.7,success
3825895,La Liga 2015/16,52,BUILD_PHASE,F_4_4_2,CB,CDM,13.8438,-0.564,52.9,69.1,success
3825895,La Liga 2015/16,52,BUILD_PHASE,F_3_5_2,CF,CF,6.2,-1.5708,94.3,57.7,fail
3825895,La Liga 2015/16,52,BUILD_PHASE,F_4_4_2,CDM,CDM,8.4599,-0.506,24.3,29.0,success
3825895,La Liga 2015/16,54,BUILD_PHASE,F_4_4_2,CB,CF,20.0449,0.2111,39.1,49.3,success
3825895,La Liga 2015/16,54,BUILD_PHASE,F_4_4_2,CF,CF,6.3561,-1.7929,99.1,68.9,success
3825895,La Liga 2015/16,55,BUILD_PHASE,F_4_4_2,CDM,CF,16.6481,-0.5013,51.9,39.9,success
3825895,La Liga 2015/16,55,BUILD_PHASE,F_4_4_2,CF,LM,4.7011,1.9869,66.5,31.9,success
3825895,La Liga 2015/16,57,BUILD_PHASE,F_4_4_2,CDM,CB,17.4771,2.3926,47.6,8.7,success
3825895,La Liga 2015/16,57,BUILD_PHASE,F_3_5_2,CB,RWB,6.9814,-2.2344,30.0,77.2,success
3825895,La Liga 2015/16,59,BUILD_PHASE,F_4_4_2,CF,RM,11.3455,-0.7105,71.6,76.5,success
3825895,La Liga 2015/16,59,BUILD_PHASE,F_4_4_2,CF,CF,14.8852,-1.7669,105.7,63.9,success
3825895,La Liga 2015/16,59,BUILD_PHASE,F_4_4_2,CDM,CDM,12.3146,3.0929,54.5,39.1,success
3825895,La Liga 2015/16,60,BUILD_PHASE,F_4_4_2,CB,GK,26.5277,-2.5222,25.6,62.5,success
3825895,La Liga 2015/16,61,TENSION_TIME,F_4_4_2,RM,CF,7.3817,0.6218,51.2,48.3,success
3825895,La Liga 2015/16,61,TENSION_TIME,F_4_4_2,CF,RM,20.359,0.8654,57.2,53.0,success
3825895,La Liga 2015/16,61,TENSION_TIME,F_4_4_2,RB,RM,14.1014,-0.2071,95.6,75.5,fail
3825895,La Liga 2015/16,63,TENSION_TIME,F_3_5_2,CM,CM,12.0441,2.0827,71.9,33.0,fail
3825895,La Liga 2015/16,64,TENSION_TIME,F_3_5_2,CF,LWB,6.5513,2.9262,76.7,3.2,success
3825895,La Liga 2015/16,64,TENSION_TIME,F_3_5_2,CF,CM,39.5216,0.6526,84.3,8.8,fail
3825895,La Liga 2015/16,64,TENSION_TIME,F_3_5_2,CF,CB,5.5,1.5708,65.1,28.5,success
3825895,La Liga 2015/16,65,TENSION_TIME,F_4_4_2,CDM,RB,19.2588,1.3775,25.8,55.1,success
3825895,La Liga 2015/16,66,TENSION_TIME,F_3_5_2,CB,CM,19.3041,0.9066,41.7,25.0,success
3825895,La Liga 2015/16,67,TENSION_TIME,F_4_4_2,RM,CDM,13.9201,-0.6478,72.6,41.3,success
3825895,La Liga 2015/16,69,TENSION_TIME,F_4_4_2,LM,RB,36.4858,1.6394,56.0,36.2,success
3825895,La Liga 2015/16,70,TENSION_TIME,F_4_4_2,CF,CDM,18.5952,1.2592,84.8,17.3,success
3825895,La Liga 2015/16,73,LATE_GAME,F_4_4_2,CDM,CF,30.0308,0.5307,73.7,64.6,fail
3825895,La Liga 2015/16,76,LATE_GAME,F_4_4_2,CDM,CB,8.4012,-2.9862,62.8,24.7,success
3825895,La Liga 2015/16,78,LATE_GAME,F_4_4_2,CDM,RB,39.3754,1.7263,42.4,40.9,fail
3825895,La Liga 2015/16,79,LATE_GAME,F_4_4_2,RB,CB,43.8292,-1.5343,21.9,75.5,success
3825895,La Liga 2015/16,79,LATE_GAME,F_4_4_2,CDM,CDM,9.0139,-2.4426,61.9,43.4,success
3825895,La Liga 2015/16,79,LATE_GAME,F_4_4_2,CDM,CB,24.052,-2.3268,73.7,38.5,success
3825895,La Liga 2015/16,81,LATE_GAME,F_4_4_2,RM,RB,12.5,0.2838,76.9,71.3,success
3825895,La Liga 2015/16,82,LATE_GAME,F_3_5_2,CDM,CM,10.3097,-1.7168,58.8,63.2,success
